Quote,Beta,Current Ratio,Diluted EPS,EBITDA,EV,Market Cap,Operating Margin,P/B,P/S,Profit Margin,Qualterly Revenue Growth,ROA,ROE,Revenue,Shares Outstanding,Week Change,isBasicIndustries,isCapitalGoods,isConsumerDurables,isConsumerNonDurables,isConsumerServices,isEnergy,isFinance,isHealthCase,isMiscellaneous,isPublicUtilities,isTechnology,isTransportation
CRBP,1.88,7.98,-0.65,-32310000,297740000,388520000,-13.3444,6.54,159.22,0,-1,-0.4796,-0.9721,2440000,57130000,57130000,0,0,0,0,0,0,0,1,0,0,0,0
CREE,0.13,4.59,-1.14,63470000,3560000000,4080000000,-0.0541,1.79,2.86,-0.0777,-0.083,-0.0178,-0.0484,1430000000,99030000,99030000,0,0,0,0,0,0,0,0,0,0,1,0
CRESY,1.4,1.5,3.88,432390000,6160000000,1060000000,0.0455,1.11,0.25,0.0461,0.222,0.0108,0.2274,4230000000,500650000,500650000,0,0,0,0,0,0,1,0,0,0,0,0
CRIS,0.79,4.56,-0.358,-49520000,81710000,99770000,-5.0273,4.13,10.08,0,0.381,-0.4728,-2.0022,9900000,165630000,165630000,0,0,0,0,0,0,0,1,0,0,0,0
CRME,-0.94,4.8,-0.9,-19460000,100210000,78640000,-0.9571,5.07,3.28,-1.2417,0.002,-0.2146,-1.1874,24010000,33940000,33940000,0,0,0,0,0,0,0,1,0,0,0,0
CRMT,0.82,13.06,4.12,43900000,503220000,355960000,0.0665,1.55,0.6,0.053,0.061,0.0556,0.133,595670000,6920000,6920000,0,0,1,0,0,0,0,0,0,0,0,0
CRNT,0.4,2,0.19,30610000,182730000,208610000,0.0645,1.56,0.63,0.0469,0.024,0.0537,0.1244,332030000,78130000,78130000,0,0,0,0,0,0,0,0,0,0,1,0
CROX,0.14,2.71,-0.07,71950000,948460000,1090000000,0.0379,5.84,1.06,0.01,0.062,0.0437,0.0267,1020000000,68830000,68830000,0,0,0,1,0,0,0,0,0,0,0,0
CRTO,1,1.6,1.34,229020000,1280000000,1850000000,0.0633,2.09,0.8,0.0397,0.189,0.0663,0.1282,2300000000,66140000,66140000,0,0,0,0,0,0,0,0,0,0,1,0
CRUS,0.25,3.87,2.77,363680000,2250000000,2470000000,0.1857,2.04,1.59,0.1189,-0.077,0.1218,0.1598,1560000000,63370000,63370000,0,0,0,0,0,0,0,0,0,0,1,0
CRVL,0.18,1.52,1.83,70370000,895120000,983640000,0.0894,6.14,1.79,0.0633,0.096,0.1202,0.2291,548380000,18880000,18880000,0,0,0,0,0,0,1,0,0,0,0,0
CRWS,0.51,2.89,0.34,8970000,61200000,57990000,0.1231,1.5,0.89,0.0521,0.012,0.0909,0.0881,64890000,10090000,10090000,1,0,0,0,0,0,0,0,0,0,0,0
CRZO,2.57,0.33,1.06,440930000,30000000000,1520000000,0.25,4.07,2.13,0.1221,0.709,0.0506,0.2862,713380000,82060000,82060000,0,0,0,0,0,1,0,0,0,0,0,0
CSBR,0.89,0.68,-0.29,-2850000,40240000,44110000,-0.1651,93.26,2.32,-0.1717,0.426,-0.2684,-2.6019,19040000,110000000,110000000,0,0,0,0,0,0,0,1,0,0,0,0
CSCO,1.26,2.43,-0.29,14470000000,1.74E+11,2.15E+11,0.2609,4.18,4.47,-0.03,0.027,0.0609,-0.025,48100000000,4820000000,4820000000,0,0,0,0,0,0,0,0,0,0,1,0
CSGP,1.55,8.78,3.66,250460000,11930000000,13630000000,0.1935,5.14,14.13,0.1271,0.163,0.0462,0.057,965230000,36090000,36090000,0,0,0,0,0,0,0,0,1,0,0,0
CSGS,0.8,2.49,1.87,140520000,1530000000,1530000000,0.145,4.27,1.93,0.0777,0.051,0.0797,0.2066,789580000,33670000,33670000,0,0,0,0,0,0,0,0,0,0,1,0
CSII,2.2,4.65,-0.1,3530000,666830000,771660000,0.0003,6.22,3.72,-0.0162,0.052,0.0002,-0.0285,207370000,33220000,33220000,0,0,0,0,0,0,0,1,0,0,0,0
CSIQ,1.65,0.99,1.69,365190000,2870000000,942550000,0.0794,0.92,0.28,0.0294,0.659,0.0298,0.1051,3390000000,580000000,580000000,0,0,0,0,0,0,0,0,0,0,1,0
CSOD,1.03,1.21,-1.07,-360000000,2380000000,2560000000,-0.0962,116.03,5.31,-0.1273,0.21,-0.0364,-2.4992,481980000,57310000,57310000,0,0,0,0,0,0,0,0,0,0,1,0
CSPI,1.39,1.86,0.32,4570000,27770000,43730000,0.0342,2.24,0.39,0.0119,0.105,0.0439,0.0722,113560000,3980000,3980000,0,0,0,0,0,0,0,0,0,0,1,0
CSTE,1.64,2.96,0.73,95270000,553950000,666360000,0.1111,1.42,1.13,0.0445,0.098,0.066,0.0588,588150000,34350000,34350000,0,1,0,0,0,0,0,0,0,0,0,0
CSWC,0.04,6,1.89,20460000,342460000,274370000,0.5965,0.92,8.32,0.9189,0.314,0.0344,0.1038,32980000,16190000,16190000,0,0,0,1,0,0,0,0,0,0,0,0
CSWI,1.51,3.03,-0.99,65930000,731140000,726600000,0.1365,2.78,2.03,-0.0432,0.058,0.0859,0.0706,358810000,15970000,15970000,1,0,0,0,0,0,0,0,0,0,0,0
CSX,1.19,1.01,5.99,5190000000,60710000000,53600000000,0.3393,3.69,4.7,0.4796,-0.057,0.068,0.4142,11410000000,878520000,878520000,0,0,0,0,0,0,0,0,0,0,0,1
CTAS,0.93,2.16,6.69,1260000000,20700000000,18610000000,0.1566,6.43,2.94,0.1169,0.266,0.1107,0.2669,6340000000,106720000,106720000,0,0,0,1,0,0,0,0,0,0,0,0
CTG,0.49,2.55,0.05,6020000,119870000,133790000,0.0158,1.7,0.44,0.0027,-0.037,0.0233,0.0102,301210000,15290000,15290000,0,0,0,0,0,0,0,0,0,0,1,0
CTIB,0.93,1.42,-0.45,2040000,35250000,14190000,0.0087,1.25,0.25,-0.0285,-0.308,0.0073,-0.159,56240000,3530000,3530000,1,0,0,0,0,0,0,0,0,0,0,0
CTIC,-0.23,2.44,-1.24,-36600000,153710000,220910000,-1.4841,7.89,8.79,-1.6173,-0.949,-0.3929,-3.4244,25150000,57980000,57980000,0,0,0,0,0,0,0,1,0,0,0,0
CTMX,0.88,6.36,-1.16,-44710000,730560000,1070000000,-0.6459,15.24,14.92,-0.6018,3.316,-0.0969,-0.581,71620000,38610000,38610000,0,0,0,0,0,0,0,1,0,0,0,0
CTRE,0.86,0.41,0.35,98480000,1560000000,1030000000,0.446,1.71,7.71,0.1946,0.296,0.0351,0.0494,132980000,76140000,76140000,0,0,0,0,1,0,0,0,0,0,0,0
CTRL,0.13,3.75,0.6,23540000,477730000,569600000,0.0598,3.24,2.33,0.0653,0.191,0.0482,0.1025,244720000,26020000,26020000,0,1,0,0,0,0,0,0,0,0,0,0
CTRN,0.27,2.14,1.03,41760000,334690000,426240000,0.0308,2.01,0.56,0.0193,0.144,0.0441,0.0673,755240000,13740000,13740000,0,0,0,0,1,0,0,0,0,0,0,0
CTRP,2.23,1.4,0.61,577880000,23580000000,22690000000,0.1093,1.74,5.34,0.08,0.259,0.0119,0.0267,4250000000,523650000,523650000,0,0,0,0,0,0,0,0,1,0,0,0
CTSH,0.81,3.21,2.53,3030000000,43340000000,48630000000,0.1748,4.56,3.28,0.1015,0.106,0.1098,0.1406,14810000000,588050000,588050000,0,0,0,0,0,0,0,0,0,0,1,0
CTSO,1.16,2.64,-0.32,-9620000,226970000,238720000,-0.6496,22.88,15.76,-0.5584,0.507,-0.364,-1.4587,15150000,29470000,29470000,0,0,0,0,0,0,0,1,0,0,0,0
CTWS,-0.42,0.86,2.13,48870000,1040000000,778730000,0.2934,2.65,7.27,0.234,0.153,0.0233,0.0943,107050000,12080000,12080000,0,0,0,0,0,0,0,0,0,1,0,0
CTXS,1.4,1.55,-0.14,813390000,13300000000,13370000000,0.2342,14.22,4.73,-0.0073,0.059,0.0677,0.0122,2820000000,136150000,136150000,0,0,0,0,0,0,0,0,0,0,1,0
CUI,0.58,2.18,-0.56,-8010000,730000000,76340000,-0.1294,1.32,0.92,-0.1512,0.089,-0.0803,-0.2373,83280000,28490000,28490000,0,0,0,1,0,0,0,0,0,0,0,0
CUTR,0.75,2.04,2.04,8090000,679910000,696810000,0.0467,10.65,4.6,0.198,0.258,0.0435,0.4764,151490000,13580000,13580000,0,0,0,0,0,0,0,1,0,0,0,0
CVCO,1.84,2.57,5.47,64430000,1480000000,1620000000,0.0732,3.72,1.96,0.0608,0.094,0.0617,0.1226,826700000,9040000,9040000,1,0,0,0,0,0,0,0,0,0,0,0
CVGI,1.96,2.22,-0.06,51090000,341040000,238110000,0.0473,3.11,0.32,-0.0023,0.256,0.0549,-0.0239,755230000,310000000,310000000,0,1,0,0,0,0,0,0,0,0,0,0
CVGW,0.66,1.09,2.24,74700000,1740000000,1720000000,0.0575,6.91,1.57,0.0357,0.094,0.1114,0.166,1100000000,17540000,17540000,0,0,0,1,0,0,0,0,0,0,0,0
CVLT,1.12,2.01,-1.3,4990000,2640000000,3200000000,-0.0085,8.05,4.66,-0.0859,0.08,-0.0047,-0.1419,686720000,44940000,44940000,0,0,0,0,0,0,0,0,0,0,1,0
CVTI,1.54,2,3.02,101480000,736270000,563120000,0.0412,1.91,0.8,0.0786,0.065,0.0286,0.2086,705010000,15980000,15980000,0,0,0,0,0,0,0,0,0,0,0,1
CVV,0.58,5.13,0.82,8050000,56590000,57030000,0.1755,1.4,1.39,0.1279,0.34,0.0863,0.1404,41130000,6460000,6460000,0,0,0,0,0,0,0,0,0,0,1,0
CWCO,0.43,8.74,0.41,13650000,156770000,215230000,0.1021,1.45,3.45,0.0986,0.051,0.0242,0.037,62310000,14950000,14950000,0,0,0,0,0,0,0,0,0,1,0,0
CXDC,2.04,1.04,0.48,200690000,615070000,203880000,0.1226,0.38,0.16,0.0245,0.132,0.0423,0.041,1290000000,49730000,49730000,0,1,0,0,0,0,0,0,0,0,0,0
CY,2.61,1.22,-0.24,366400000,6950000000,6190000000,0.0436,3.35,2.66,-0.0348,0.127,0.0171,-0.0435,2330000000,358090000,358090000,0,0,0,0,0,0,0,0,0,0,1,0
CYAD,1.31,4.58,-7.203,-30930000,269590000,318720000,-7.5695,5.31,73.22,0,-0.934,-0.1548,-0.8148,4350000,9530000,9530000,0,0,0,0,0,0,0,1,0,0,0,0
CYAN,0.25,2.44,0.32,4150000,34390000,25600000,0.0658,1.34,0.77,0.0544,0.203,0.0449,0.1004,33270000,5750000,5750000,0,0,1,0,0,0,0,0,0,0,0,0
CYBE,-0.57,5.79,0.19,3270000,113860000,124360000,0.019,2.37,2.33,0.0246,-0.021,0.0107,0.0259,53330000,7010000,7010000,0,1,0,0,0,0,0,0,0,0,0,0
CYBR,0.8,3.41,0.44,28870000,1230000000,1890000000,0.0803,5.29,7.21,0.0612,0.249,0.029,0.0493,261700000,35580000,35580000,0,0,0,0,0,0,0,0,0,0,1,0
CYOU,1.02,2.87,2.04,197170000,946170000,1580000000,0.3057,1.2,2.72,0.1876,0.107,0.0611,0.0664,580260000,51350000,51350000,0,0,0,0,0,0,0,0,0,0,1,0
CYRN,1.84,2.03,-0.4,-8710000,136220000,144530000,-0.4691,3.34,4.69,-0.5303,-0.073,-0.1626,-0.418,30800000,49840000,49840000,0,0,0,0,0,0,0,0,0,0,1,0
CYRX,1.67,7.92,-0.34,-7230000,211330000,208350000,-0.6602,10.89,17.43,-0.6608,0.49,-0.3477,-0.6703,11950000,27490000,27490000,0,0,0,0,0,0,0,0,0,0,0,1
CYTX,1.75,0.81,-0.823,-16850000,20490000,17380000,-2.9632,1.25,2.71,0,-0.495,-0.3586,-1.8916,6410000,61610000,61610000,0,0,0,0,0,0,0,1,0,0,0,0
CZR,-0.03,1.83,-1.34,1190000000,24330000000,8060000000,0.1328,2.49,1.68,-0.0781,0.953,0.0197,-0.4529,4800000000,686170000,686170000,0,0,0,0,1,0,0,0,0,0,0,0
DAIO,2.72,3.53,0.65,5870000,46060000,62780000,0.1482,2.84,1.84,0.16,0.263,0.1189,0.2861,34050000,8290000,8290000,0,1,0,0,0,0,0,0,0,0,0,0
DAKT,1.38,2.18,0.23,38120000,335740000,412280000,0.0327,2.02,0.67,0.0167,0.126,0.0358,0.0509,616040000,44470000,44470000,0,0,1,0,0,0,0,0,0,0,0,0
DAVE,0.74,1.62,-1.16,2900000,54450000,53390000,0.0013,3.91,0.83,-0.1258,328.763,0.0012,-0.3986,64590000,7470000,7470000,0,0,0,0,1,0,0,0,0,0,0,0
DBVT,1.25,4.37,-3.67,-174690000,913790000,1440000000,-15.1009,7.52,121.78,0,0.036,-0.3895,-0.7924,11810000,24700000,24700000,0,0,0,0,0,0,0,1,0,0,0,0
DCIX,3.93,0.28,8.94,-8990000,101580000,10810000,-0.72,0.05,0.45,0.1604,0.433,-0.043,0.0345,23810000,7110000,7110000,0,0,0,0,0,0,0,0,0,0,0,1
DELT,1.75,0.72,-2.921,-24140000,78440000,140000000,-0.4965,0.84,0.25,-0.505,0.15,-0.1119,-0.9618,56290000,11860000,11860000,1,0,0,0,0,0,0,0,0,0,0,0
DEPO,0.86,0.74,-1.63,93760000,939320000,445880000,-0.0308,2.63,1.17,-0.2692,-0.238,-0.0065,-0.4877,380720000,63520000,63520000,0,0,0,0,0,0,0,1,0,0,0,0
DERM,1.55,5.28,-7.48,-171430000,65900000,361340000,-37.8267,2.41,79.57,0,-0.94,-0.2458,-1.5277,4540000,41820000,41820000,0,0,0,0,0,0,0,1,0,0,0,0
DEST,-1.4,1.32,-3.21,11060000,78500000,36090000,-0.0166,0.71,0.09,-0.1102,-0.061,-0.022,-0.6137,401220000,14610000,14610000,0,0,0,0,1,0,0,0,0,0,0,0
DFBG,-1.81,1.73,-0.6,7380000,105950000,17270000,0.008,0.38,0.11,-0.015,0.074,0.0049,-0.0551,164050000,13600000,13600000,0,0,0,1,0,0,0,0,0,0,0,0
DFRG,0.65,0.71,-0.53,38500000,347400000,321410000,0.0418,1.7,0.89,-0.0317,0.023,0.0271,-0.0526,361430000,20340000,20340000,0,0,0,0,1,0,0,0,0,0,0,0
DGICA,0.37,0.63,0.25,19820000,446290000,429800000,0.0186,0.95,0.58,0.0096,0.077,0.0051,0.016,739030000,22620000,22620000,0,0,0,0,0,0,1,0,0,0,0,0
DGICB,0.34,0.63,0.25,19820000,453630000,424280000,0.0186,0.96,0.57,0.0096,0.077,0.0051,0.016,739030000,5580000,5580000,0,0,0,0,0,0,1,0,0,0,0,0
DGII,1.51,5.97,0.09,10930000,216740000,310830000,0.0222,0.98,1.71,0.0134,0,0.0074,0.0079,181660000,27030000,27030000,0,0,0,0,0,0,0,0,0,0,1,0
DGLY,0.08,1.17,-1.76,-10520000,22170000,18610000,-0.7683,21.54,1.28,-0.8405,-0.165,-0.4374,-2.8428,14580000,7020000,7020000,0,0,0,0,0,0,0,0,0,0,1,0
DHIL,0.82,5.47,14.48,67890000,476610000,661910000,0.4614,3.79,4.56,0.3443,-0.055,0.1861,0.2986,145200000,3320000,3320000,0,0,0,0,0,0,1,0,0,0,0,0
DIOD,0.82,2.68,-0.04,191080000,1570000000,1550000000,0.0905,1.85,1.47,-0.0017,0.157,0.0395,0.0003,1050000000,49540000,49540000,0,0,0,0,0,0,0,0,0,0,1,0
DISCA,1.56,5.34,-0.59,2550000000,18590000000,15310000000,0.3234,2.52,2.23,-0.049,0.115,0.0727,-0.06,6870000000,156020000,156020000,0,0,0,0,1,0,0,0,0,0,0,0
DISCB,1.1,5.34,-0.59,2550000000,24370000000,19530000000,0.3234,4.86,2.84,-0.049,0.115,0.0727,-0.06,6870000000,6510000,6510000,0,0,0,0,1,0,0,0,0,0,0,0
DISCK,1.42,5.34,-0.59,2550000000,17710000000,15370000000,0.3234,2.33,2.24,-0.049,0.115,0.0727,-0.06,6870000000,219850000,219850000,0,0,0,0,1,0,0,0,0,0,0,0
DISH,0.96,0.68,4.07,2830000000,32200000000,18250000000,0.1396,2.63,1.27,0.1458,-0.072,0.0435,0.3535,14390000000,228220000,228220000,0,0,0,0,1,0,0,0,0,0,0,0
DJCO,0.61,11.01,11.07,-8350000,95310000,313840000,-0.3304,1.68,7.54,0.3672,0.026,-0.0319,0.094,41650000,1380000,1380000,0,0,0,0,1,0,0,0,0,0,0,0
DLTH,-0.1,2.03,0.72,44400000,652130000,625600000,0.0786,4.58,1.33,0.0495,0.247,0.1223,0.1867,471450000,29220000,29220000,0,0,0,0,1,0,0,0,0,0,0,0
DLTR,0.72,1.6,7.21,2620000000,27730000000,23860000000,0.0901,3.32,1.07,0.0771,0.129,0.0782,0.2727,22250000000,237340000,237340000,0,0,0,0,1,0,0,0,0,0,0,0
DMLP,0.96,39.8,1.18,47730000,533320000,581040000,0.6971,6.53,10.54,0.6728,0.85,0.3016,0.4874,55120000,32280000,32280000,0,0,0,0,0,1,0,0,0,0,0,0
DMRC,-0.62,15.15,-2.44,-24390000,228600000,323860000,-1.0536,3.87,12.85,-1.0221,-0.062,-0.1987,-0.3311,25210000,11420000,11420000,0,0,0,0,0,0,0,0,0,0,1,0
DORM,1.02,4.81,3.13,200060000,2250000000,2300000000,0.1969,3.62,2.55,0.118,-0.006,0.1504,0.1724,903220000,33450000,33450000,0,1,0,0,0,0,0,0,0,0,0,0
DOX,0.56,1.71,3.1,724450000,8510000000,9650000000,0.1331,2.69,2.48,0.1172,0.024,0.0611,0.1285,3890000000,143420000,143420000,0,0,0,0,0,0,0,0,0,0,1,0
DRAD,2.36,1.51,-1.79,9070000,46450000,28170000,-0.0101,1.01,0.24,-0.3019,-0.007,-0.0086,-0.758,118340000,20120000,20120000,0,0,0,0,0,0,0,1,0,0,0,0
DRNA,3.06,7.12,-3.66,-59810000,437120000,543040000,-26.6083,5.35,238.49,0,9.662,-0.44,-0.8431,2280000,51770000,51770000,0,0,0,0,0,0,0,1,0,0,0,0
DRRX,2.31,2.87,-0.03,-14300000,368030000,378740000,-0.4019,17.39,10.33,-0.1008,4.555,-0.1968,-0.2478,36670000,153340000,153340000,0,0,0,0,0,0,0,1,0,0,0,0
DRYS,0.22,2.66,-1.13,-8620000,510300000,383510000,-0.241,0.56,3.81,-0.4224,3.414,-0.0269,-0.1124,100720000,101460000,101460000,0,0,0,0,0,0,0,0,0,0,0,1
DSGX,0.45,1.11,0.35,77460000,2260000000,2180000000,0.168,4.56,9.19,0.1132,0.205,0.0443,0.0578,237440000,75870000,75870000,0,0,0,0,0,0,0,0,0,0,1,0
DSPG,0.76,3.38,-0.14,-1280000,236660000,285250000,-0.0382,1.92,2.29,-0.0241,-0.114,-0.016,-0.0205,124750000,22730000,22730000,0,0,0,0,0,0,0,0,0,0,1,0
DSWL,0.51,3.49,0.27,3800000,17820000,47970000,0.0322,0.61,0.89,0.0808,0.442,0.0115,0.0557,53650000,15890000,15890000,0,0,0,1,0,0,0,0,0,0,0,0
DTEA,0.8,4.86,-0.32,5520000,59080000,90460000,-0.01,0.94,0.52,-0.0463,-0.026,-0.009,-0.0821,174690000,25840000,25840000,0,0,0,1,0,0,0,0,0,0,0,0
DTRM,1.84,0.71,-0.65,-4950000,31370000,23540000,-0.249,3.51,0.81,-0.306,0.09,-0.1043,-1.3915,28880000,14900000,14900000,0,0,0,0,0,0,0,0,0,0,1,0
DVCR,0.18,1.13,-0.769,28370000,128820000,46480000,0.0304,7.19,0.08,-0.0084,0.069,0.0661,-0.5367,574790000,6460000,6460000,0,0,0,0,0,0,0,1,0,0,0,0
DWCH,0.23,2.53,-0.21,-3380000,80180000,114870000,-0.0926,3.55,3.05,-0.0689,0.164,-0.046,-0.0802,37620000,12350000,12350000,0,0,0,0,0,0,0,0,0,0,1,0
DWSN,1.3,4.33,-1.44,1790000,105040000,141220000,-0.2383,1,0.9,-0.199,0.301,-0.1326,-0.2003,157150000,21790000,21790000,0,0,0,0,0,1,0,0,0,0,0,0
DXCM,-0.14,5.36,-0.58,-26400000,6080000000,6390000000,-0.0591,15.25,8.9,-0.0699,0.291,-0.0406,-0.1428,718500000,870000000,870000000,0,0,0,0,0,0,0,1,0,0,0,0
DXLG,0.86,1.11,-0.39,17130000,139300000,87700000,-0.0298,1.25,0.19,-0.0402,0.105,-0.0342,-0.2375,467980000,48720000,48720000,0,0,0,0,1,0,0,0,0,0,0,0
DXPE,2.43,2.55,0.93,61280000,854610000,667600000,0.0333,2.49,0.66,0.0168,0.195,0.0337,0.0634,1010000000,17360000,17360000,0,1,0,0,0,0,0,0,0,0,0,0
EA,1.01,1.92,3.21,1540000000,33080000000,38320000000,0.2773,9.39,7.52,0.1967,0.01,0.108,0.2625,5100000000,306730000,306730000,0,0,0,0,0,0,0,0,0,0,1,0
EAST,0.94,4.42,-1.73,-4700000,34290000,34300000,-1.8341,5.11,13.14,-2.0212,0.28,-0.5171,-1.6805,2610000,5040000,5040000,0,0,0,1,0,0,0,0,0,0,0,0
EBAY,1.51,2.19,-0.95,2940000000,44530000000,41490000000,0.2367,5.33,4.34,-0.1062,0.091,0.0568,-0.1088,9570000000,993800000,993800000,0,0,0,0,0,0,0,0,1,0,0,0
EBIX,1.32,1.72,3.17,124180000,2720000000,2450000000,0.3106,4.99,6.74,0.2765,0.308,0.0737,0.211,363970000,31490000,31490000,0,0,0,0,0,0,0,0,0,0,1,0
ECHO,1.94,1.49,0.45,42790000,994510000,857550000,0.0103,2.32,0.44,0.0065,0.346,0.0156,0.0352,1940000000,28020000,28020000,0,0,0,0,0,0,0,0,0,0,0,1
ECOL,0.34,2.23,2.25,109880000,1450000000,1240000000,0.1362,3.81,2.46,0.0979,0.141,0.0544,0.1634,504040000,21920000,21920000,0,0,0,0,0,0,0,0,0,1,0,0
ECPG,1.68,11.4,3.15,361700000,4390000000,1140000000,0.271,1.95,0.96,0.0701,0.17,0.0493,0.1198,1190000000,25800000,25800000,0,0,0,0,0,0,1,0,0,0,0,0
EDIT,3.59,9.05,-2.98,-117250000,1260000000,1640000000,-8.7364,7.56,119.41,0,3.084,-0.2489,-0.7022,13730000,46370000,46370000,0,0,0,0,0,0,0,1,0,0,0,0
EEFT,0.97,1.34,2.85,395080000,3500000000,40000000000,0.1332,3.43,1.78,0.0696,0.163,0.0641,0.1495,2250000000,51420000,51420000,0,0,0,0,0,0,1,0,0,0,0,0
EEI,-0.51,2.93,0.514,6170000,31990000,49470000,0.0479,1.3,0.46,0.0207,0.014,0.055,0.0649,106630000,3010000,3010000,0,0,0,0,1,0,0,0,0,0,0,0
EFII,0.98,2.61,-0.33,112020000,1300000000,1330000000,0.0467,1.71,1.34,-0.0154,0.009,0.0197,-0.0191,993260000,45010000,45010000,0,0,0,0,0,0,0,0,0,0,1,0
EFOI,-1.77,7.95,-0.95,-8750000,18610000,29130000,-0.4754,1.51,1.47,-0.5677,-0.342,-0.2064,-0.4577,19850000,11890000,11890000,0,0,1,0,0,0,0,0,0,0,0,0
EGHT,0.58,3.55,-1.03,-9790000,1580000000,1800000000,-0.0789,8.15,6.34,-0.332,0.187,-0.0467,-0.3746,283640000,92160000,92160000,0,0,0,0,0,0,0,0,0,1,0,0
EGOV,0.44,2.33,0.77,83370000,767130000,976600000,0.2328,5.73,2.9,0.1534,0.065,0.1825,0.3417,336510000,67120000,67120000,0,0,0,0,0,0,0,0,1,0,0,0
EGRX,0.65,3.99,3.27,79250000,729130000,830190000,0.3189,4.63,3.51,0.2194,-0.423,0.1948,0.3144,236710000,14860000,14860000,0,0,0,0,0,0,0,1,0,0,0,0
EHTH,0.55,2.07,-1.37,-25330000,254190000,293350000,-0.1675,4.72,1.7,-0.1474,-0.112,-0.1827,-0.3663,172360000,18940000,18940000,0,0,0,0,0,0,1,0,0,0,0,0
EIGI,1.57,0.32,-0.781,282810000,2880000000,1040000000,0.0742,12.46,0.89,-0.0912,0.007,0.0204,-0.8864,1180000000,141620000,141620000,0,0,0,0,0,0,0,0,0,0,1,0
EKSO,-0.41,3.81,-0.82,-29550000,79810000,97550000,-4.2547,4.54,13.27,0,-0.052,-0.6266,-2.0859,7350000,60220000,60220000,0,1,0,0,0,0,0,0,0,0,0,0
ELGX,-0.35,2.36,-0.8,-31230000,511600000,360860000,-0.2227,4.8,1.99,-0.3665,-0.073,-0.0696,-0.7069,181160000,83730000,83730000,0,0,0,0,0,0,0,1,0,0,0,0
ELTK,-0.94,0.8,-3.04,-2390000,14620000,7610000,-0.1295,1.87,0.24,-0.1924,-0.167,-0.1135,-0.8782,31770000,2030000,2030000,0,0,0,0,0,0,0,0,0,0,1,0
EMKR,0.51,7.17,0.23,10860000,650000000,127840000,0.057,1.05,1.09,0.0548,-0.203,0.0305,0.0552,116750000,27200000,27200000,0,0,0,0,0,0,0,0,0,0,1,0
EML,0.63,3.19,0.8,19430000,185820000,179130000,0.072,2.06,0.88,0.0247,0.586,0.0611,0.0596,204240000,6260000,6260000,0,1,0,0,0,0,0,0,0,0,0,0
EMMS,0.46,1.09,4.94,12900000,192820000,59380000,0.0563,1.73,0.37,0.382,-0.372,0.0198,1.8045,161850000,11630000,11630000,0,0,0,0,1,0,0,0,0,0,0,0
ENDP,-0.18,1.02,-9.12,745360000,8550000000,1280000000,0.1817,2.64,0.37,-0.5868,-0.381,0.0304,-0.7737,3470000000,223340000,223340000,0,0,0,0,0,0,0,1,0,0,0,0
ENG,1.08,3.06,-0.59,-4970000,13880000,22840000,-0.1066,1.08,0.41,-0.2915,-0.012,-0.1008,-0.5618,55770000,27510000,27510000,0,0,0,0,1,0,0,0,0,0,0,0
ENSG,0.48,1.63,0.77,139080000,1670000000,1490000000,0.0512,2.97,0.8,0.0219,0.126,0.0562,0.085,1850000000,52130000,52130000,0,0,0,0,0,0,0,1,0,0,0,0
ENTA,1.49,12.88,1.75,48270000,1430000000,1680000000,0.3528,5.27,12.84,0.2635,2.658,0.093,0.1172,130510000,19160000,19160000,0,0,0,0,0,0,0,1,0,0,0,0
ENTG,1.2,3.63,0.59,355220000,5240000000,5270000000,0.1884,5.29,3.93,0.0634,0.136,0.086,0.0899,1340000000,141850000,141850000,0,0,0,1,0,0,0,0,0,0,0,0
EPAY,0.77,1.71,-0.35,41740000,1680000000,1640000000,-0.005,5.45,4.47,-0.0367,0.098,-0.0019,-0.0488,366090000,40680000,40680000,0,0,0,0,0,0,0,0,0,0,1,0
EPZM,2.37,11.59,-2.18,-135200000,827770000,1150000000,-13.6842,4.87,114.99,0,-1,-0.3157,-0.6146,100000000,69480000,69480000,0,0,0,0,0,0,0,1,0,0,0,0
EQIX,0.7,1.79,3,1900000000,40470000000,32810000000,0.194,4.78,7.51,0.0533,0.273,0.0338,0.0415,4370000000,79230000,79230000,0,0,0,0,1,0,0,0,0,0,0,0
ERI,1,1.15,1.09,312250000,4800000000,3190000000,0.14,3.71,2.16,0.0502,1.289,0.0533,0.1189,1470000000,77240000,77240000,0,0,0,0,1,0,0,0,0,0,0,0
ERIC,1.02,1.59,-1.28,-730390000,19450000000,21550000000,-0.0591,1.76,0.9,-0.1749,-0.123,-0.0273,-0.2914,23980000000,3280000000,3280000000,0,0,0,0,0,0,0,0,0,0,1,0
ERIE,0.33,1.57,3.76,303300000,5870000000,6160000000,0.1705,7.19,3.64,0.1165,0.057,0.1121,0.2353,1690000000,46190000,46190000,0,0,0,0,0,0,1,0,0,0,0,0
ERII,7.02,6.36,0.22,6940000,344370000,465360000,0.0519,5.63,7.37,0.1956,0.25,0.0132,0.1673,63160000,53990000,53990000,0,0,0,0,0,0,0,0,0,0,1,0
ESCA,0.01,4.11,0.98,18510000,225660000,205310000,0.0823,1.83,1.16,0.0793,0.048,0.0595,0.1318,177330000,14410000,14410000,0,0,0,1,0,0,0,0,0,0,0,0
ESEA,1.55,0.87,-0.71,9380000,92370000,23900000,0.0236,0.51,0.56,-0.142,0.852,0.0041,-0.0716,42920000,11270000,11270000,0,0,0,0,0,0,0,0,0,0,0,1
